"","Ctb assessment bank","CTB","0","1",""
"7","Recognize when to estimate","7M.1.7.2","7M.1.7","1","CTB Mathematics"
"7","Verify explain accuracy-reasonableness","7M.1.7.3","7M.1.7","1","CTB Mathematics"
"7","Estimate products and quotients","7M.1.7.4","7M.1.7","1","CTB Mathematics"
"7","Square roots","7M.1.7.5","7M.1.7","1","CTB Mathematics"
"7","Operation sense","7M.1.8","7M.1","1","CTB Mathematics"
"7","Use grouping symbols for order of operations","7M.1.8.1","7M.1.8","1","CTB Mathematics"
"7","Use order of operations","7M.1.8.2","7M.1.8","1","CTB Mathematics"
"7","Properties of real numbers","7M.1.9","7M.1","1","CTB Mathematics"
"7","Commutative property","7M.1.9.2","7M.1.9","1","CTB Mathematics"
"7","Distributive property","7M.1.9.5","7M.1.9","1","CTB Mathematics"
"7","Algebra","7M.2","7M","1","CTB Mathematics"
"7","Patterns, functions, rules","7M.2.1","7M.2","1","CTB Mathematics"
"7","Find missing elements in patterns","7M.2.1.1","7M.2.1","1","CTB Mathematics"
"7","Extend, predict terms for number or geometric patt","7M.2.1.2","7M.2.1","1","CTB Mathematics"
"7","State rule for number-geometric pattern, table","7M.2.1.3","7M.2.1","1","CTB Mathematics"
"7","Use a function rule to solve problems","7M.2.1.4","7M.2.1","1","CTB Mathematics"
"7","Complete a table using given rule","7M.2.1.5","7M.2.1","1","CTB Mathematics"
"7","Represent functional relationships","7M.2.1.6","7M.2.1","1","CTB Mathematics"
"7","Variable","7M.2.2","7M.2","1","CTB Mathematics"
"7","Use letter symbol-to represent unknown quantiy","7M.2.2.1","7M.2.2","1","CTB Mathematics"
"7","State how change in variable affects 2nd variable","7M.2.2.2","7M.2.2","1","CTB Mathematics"
"7","Equation","7M.2.3","7M.2","1","CTB Mathematics"
"7","Express mathematical relationships using equations","7M.2.3.1","7M.2.3","1","CTB Mathematics"
"7","Solve equations","7M.2.3.2","7M.2.3","1","CTB Mathematics"
"7","Recognize 2 equivalent quantities remain equal","7M.2.3.3","7M.2.3","1","CTB Mathematics"
"7","Plot points corresponding to linear equation","7M.2.3.4","7M.2.3","1","CTB Mathematics"
"7","Inequality","7M.2.4","7M.2","1","CTB Mathematics"
"7","Graph inequality","7M.2.4.1","7M.2.4","1","CTB Mathematics"
"7","Give solution set for inequality","7M.2.4.2","7M.2.4","1","CTB Mathematics"
"7","Express mathematical relation using inequalities","7M.2.4.3","7M.2.4","1","CTB Mathematics"
"7","Expression","7M.2.5","7M.2","1","CTB Mathematics"
"7","Evaluate expressions","7M.2.5.1","7M.2.5","1","CTB Mathematics"
"7","Translate verbal and mathematical expressions","7M.2.5.2","7M.2.5","1","CTB Mathematics"
"7","Geometry","7M.3","7M","1","CTB Mathematics"
"7","Plane figures","7M.3.1","7M.3","1","CTB Mathematics"
"7","Identify, classify plane figures","7M.3.1.1","7M.3.1","1","CTB Mathematics"
"7","Describe attributes and properties of plane figure","7M.3.1.2","7M.3.1","1","CTB Mathematics"
"7","Identify sum of angles in quadrilate as 360 degree","7M.3.1.3","7M.3.1","1","CTB Mathematics"
"7","Recognize regular polygons have congruent angles","7M.3.1.4","7M.3.1","1","CTB Mathematics"
"7","Solid figures","7M.3.2","7M.3","1","CTB Mathematics"
"7","Identify, classify solid figures","7M.3.2.1","7M.3.2","1","CTB Mathematics"
"7","Describe attributes and properties of solid figure","7M.3.2.2","7M.3.2","1","CTB Mathematics"
"7","Angles","7M.3.3","7M.3","1","CTB Mathematics"
"7","Identify angles","7M.3.3.1","7M.3.3","1","CTB Mathematics"
"7","Identify angle pairs","7M.3.3.3","7M.3.3","1","CTB Mathematics"
"7","Use properties of angels to solve problems","7M.3.3.4","7M.3.3","1","CTB Mathematics"
"7","Triangles","7M.3.4","7M.3","1","CTB Mathematics"
"7","Identify attributes of triangles","7M.3.4.1","7M.3.4","1","CTB Mathematics"
"7","Solve problems involving unknown angle measure","7M.3.4.2","7M.3.4","1","CTB Mathematics"
"7","Use the pythagorean thereom to solve problems","7M.3.4.4","7M.3.4","1","CTB Mathematics"
"7","Parts of a circle","7M.3.5","7M.3","1","CTB Mathematics"
"7","Identify attributes of circles","7M.3.5.1","7M.3.5","1","CTB Mathematics"
"7","Coordinate geometry","7M.3.6","7M.3","1","CTB Mathematics"
"7","Locate points","7M.3.6.1","7M.3.6","1","CTB Mathematics"
"7","Graph ordered pairs","7M.3.6.2","7M.3.6","1","CTB Mathematics"
"7","Find the distance between points","7M.3.6.3","7M.3.6","1","CTB Mathematics"
"7","Determine missing point of a polygon","7M.3.6.4","7M.3.6","1","CTB Mathematics"
"7","Parallel, perpendicular, intersecting lines","7M.3.7","7M.3","1","CTB Mathematics"
"7","Identify line segments","7M.3.7.1","7M.3.7","1","CTB Mathematics"
"7","Congruence, similarity","7M.3.8","7M.3","1","CTB Mathematics"
"7","Identify congruent shapes and figures","7M.3.8.1","7M.3.8","1","CTB Mathematics"
"7","Identify similar shapes and figures","7M.3.8.2","7M.3.8","1","CTB Mathematics"
"7","Identify corresponding parts","7M.3.8.3","7M.3.8","1","CTB Mathematics"
"7","Transformations","7M.3.9","7M.3","1","CTB Mathematics"
"7","Identify-apply transformations","7M.3.9.1","7M.3.9","1","CTB Mathematics"
"7","Associate quarter turns w-number of deg.","7M.3.9.2","7M.3.9","1","CTB Mathematics"
"7","Spatial reasoning","7M.3.10","7M.3","1","CTB Mathematics"
"7","Identify-represent figures from otherviews","7M.3.10.1","7M.3.10","1","CTB Mathematics"
"7","Pred. results combining-dividing-changing shapes","7M.3.10.2","7M.3.10","1","CTB Mathematics"
"7","Point, line, ray, plane","7M.3.11","7M.3","1","CTB Mathematics"
"7","Identify and use notation","7M.3.11.1","7M.3.11","1","CTB Mathematics"
"7","Measurement","7M.4","7M","1","CTB Mathematics"
"7","Time","7M.4.2","7M.4","1","CTB Mathematics"
"7","Determine elapsed time","7M.4.2.1","7M.4.2","1","CTB Mathematics"
"7","Temperature","7M.4.3","7M.4","1","CTB Mathematics"
"7","Convert temperatures","7M.4.3.2","7M.4.3","1","CTB Mathematics"
"7","Length, distance","7M.4.4","7M.4","1","CTB Mathematics"
"7","Determine length, distance","7M.4.4.1","7M.4.4","1","CTB Mathematics"
"7","Volume, capacity","7M.4.6","7M.4","1","CTB Mathematics"
"7","Determine volume, capacity","7M.4.6.1","7M.4.6","1","CTB Mathematics"
"7","Determine missing measurement given volume","7M.4.6.3","7M.4.6","1","CTB Mathematics"
"7","Perimeter","7M.4.8","7M.4","1","CTB Mathematics"
"7","Find the perimeter of polygons","7M.4.8.1","7M.4.8","1","CTB Mathematics"
"7","Determine missing measurement given perimeter","7M.4.8.3","7M.4.8","1","CTB Mathematics"
"7","Area","7M.4.9","7M.4","1","CTB Mathematics"
"7","Find the area of figures","7M.4.9.1","7M.4.9","1","CTB Mathematics"
"7","Find surface area","7M.4.9.3","7M.4.9","1","CTB Mathematics"
"7","Determing missing measurement given area","7M.4.9.4","7M.4.9","1","CTB Mathematics"
"7","Scale drawing-maps","7M.4.11","7M.4","1","CTB Mathematics"
"7","Use scale drawing and maps to solve problems","7M.4.11.1","7M.4.11","1","CTB Mathematics"
"7","Rate","7M.4.12","7M.4","1","CTB Mathematics"
"7","Solve problems involving rate","7M.4.12.1","7M.4.12","1","CTB Mathematics"
"7","Circumference","7M.4.13","7M.4","1","CTB Mathematics"
"7","Find circumference","7M.4.13.1","7M.4.13","1","CTB Mathematics"
"7","Data analysis and probability","7M.5","7M","1","CTB Mathematics"
"7","Read and interpret data","7M.5.1","7M.5","1","CTB Mathematics"
"7","Read and interpret data displays","7M.5.1.1","7M.5.1","1","CTB Mathematics"
"7","Make inferences and draw conclusions from data","7M.5.1.3","7M.5.1","1","CTB Mathematics"
"7","Use data to solve problems","7M.5.1.4","7M.5.1","1","CTB Mathematics"
"7","Make and evaluate predictions","7M.5.1.5","7M.5.1","1","CTB Mathematics"
"7","Determine trends in data","7M.5.1.7","7M.5.1","1","CTB Mathematics"
"7","Organize data","7M.5.2","7M.5","1","CTB Mathematics"
"7","Organize data","7M.5.2.1","7M.5.2","1","CTB Mathematics"
"7","Restructure display to include additional info.","7M.5.2.2","7M.5.2","1","CTB Mathematics"
"7","Select correct data display for set of data","7M.5.2.3","7M.5.2","1","CTB Mathematics"
"7","Select most appropriate way to org. data display","7M.5.2.4","7M.5.2","1","CTB Mathematics"
"7","Probability","7M.5.3","7M.5","1","CTB Mathematics"
"7","List all outcomes of experiments","7M.5.3.1","7M.5.3","1","CTB Mathematics"
"7","Determine probability of events","7M.5.3.2","7M.5.3","1","CTB Mathematics"
"7","Express probability of event as fraction or ratio","7M.5.3.4","7M.5.3","1","CTB Mathematics"
"7","Under. likelihood of an event that can be rep.","7M.5.3.5","7M.5.3","1","CTB Mathematics"
"7","Statistics","7M.5.4","7M.5","1","CTB Mathematics"
"7","Calculate, explain mean, median, mode, and range","7M.5.4.1","7M.5.4","1","CTB Mathematics"
"7","Discrete math","7M.5.5","7M.5","1","CTB Mathematics"
"7","Use and interpret venn diagrams","7M.5.5.1","7M.5.5","1","CTB Mathematics"
"7","Permutations and combinations","7M.5.5.2","7M.5.5","1","CTB Mathematics"
"7","Problem solving-reasoning-proof","7M.6","7M","1","CTB Mathematics"
"7","Identify missing, extra information","7M.6.1","7M.6","1","CTB Mathematics"
"7","Determine the missing or extra information needed","7M.6.1.1","7M.6.1","1","CTB Mathematics"
"7","Develop strategy","7M.6.2","7M.6","1","CTB Mathematics"
"7","Determine-use most appropriate way to solve prob.","7M.6.2.1","7M.6.2","1","CTB Mathematics"
"7","Identify strategy to solve simple-complex problems","7M.6.2.3","7M.6.2","1","CTB Mathematics"
"7","Evaluate solution","7M.6.3","7M.6","1","CTB Mathematics"
"7","Use reasoning to explain-verify the correctness","7M.6.3.3","7M.6.3","1","CTB Mathematics"
"7","Inductive, deductive reasoning","7M.6.4","7M.6","1","CTB Mathematics"
"7","Use inductive-deductive reasoning to solve problem","7M.6.4.1","7M.6.4","1","CTB Mathematics"
"7","Use vocabulary of logic such as all, some, none","7M.6.4.2","7M.6.4","1","CTB Mathematics"
"7","Make and evaluate conjectures, proofs","7M.6.5","7M.6","1","CTB Mathematics"
"7","Justify or disprove conjectures, proofs","7M.6.5.2","7M.6.5","1","CTB Mathematics"
"7","Conclusion and generalization","7M.6.6","7M.6","1","CTB Mathematics"
"7","Use models-facts relationships to draw conclusions","7M.6.6.1","7M.6.6","1","CTB Mathematics"
"7","Solve multi-step problem","7M.6.7","7M.6","1","CTB Mathematics"
"7","Solve problems involving more than one step","7M.6.7.1","7M.6.7","1","CTB Mathematics"
"7","Communication-representation","7M.7","7M","1","CTB Mathematics"
"7","Model problem solution","7M.7.1","7M.7","1","CTB Mathematics"
"7","Show how to solve problem","7M.7.1.1","7M.7.1","1","CTB Mathematics"
"7","Identify multiple ways to solve a problem","7M.7.1.2","7M.7.1","1","CTB Mathematics"
"7","Model problem situation","7M.7.2","7M.7","1","CTB Mathematics"
"7","Use mathematical symbols-words to represent prob.","7M.7.2.1","7M.7.2","1","CTB Mathematics"
"7","Relate models to ideas","7M.7.3","7M.7","1","CTB Mathematics"
"7","Use models to identify-explain math concepts","7M.7.3.1","7M.7.3","1","CTB Mathematics"
"7","Civics","7C","7C","1","CTB Civics"
"7","Role of government","7C.1","7C","1","CTB Civics"
"7","Rules and laws","7C.1.1","7C.1","1","CTB Civics"
"7","Principles and purposes of government","7C.1.2","7C.1","1","CTB Civics"
"7","Political systems","7C.1.3","7C.1","1","CTB Civics"
"7","American political heritage","7C.2","7C","1","CTB Civics"
"7","Democratic values and principles","7C.2.1","7C.2","1","CTB Civics"
"7","Declaration of independence","7C.2.2","7C.2","1","CTB Civics"
"7","Development of the constitution","7C.2.3","7C.2","1","CTB Civics"
"7","Colonial american government","7C.2.4","7C.2","1","CTB Civics"
"7","Origins of american democracy","7C.2.5","7C.2","1","CTB Civics"
"7","Structures and processes of the u.s. government","7C.3","7C","1","CTB Civics"
"7","Purpose and principles of the constitution","7C.3.1","7C.3","1","CTB Civics"
"7","Fed., state, local govt. responsibilities, powers","7C.3.2","7C.3","1","CTB Civics"
"7","Executive, legislative, judicial branches","7C.3.3","7C.3","1","CTB Civics"
"7","Bill of rights and other amendments","7C.3.4","7C.3","1","CTB Civics"
"7","Legal system","7C.3.5","7C.3","1","CTB Civics"
"7","Role of the citizen","7C.4","7C","1","CTB Civics"
"7","Rights and responsibilities of citizens","7C.4.1","7C.4","1","CTB Civics"
"7","Civic contributions of individuals, groups","7C.4.2","7C.4","1","CTB Civics"
"7","Becoming a citizen","7C.4.3","7C.4","1","CTB Civics"
"7","World affairs","7C.5","7C","1","CTB Civics"
"7","Global interactions","7C.5.1","7C.5","1","CTB Civics"
"7","United states foreign policy","7C.5.2","7C.5","1","CTB Civics"
"7","International organizations","7C.5.3","7C.5","1","CTB Civics"
"7","Economics","7E","7","1","CTB Economics"
"7","Economic choices","7E.1","7E","1","CTB Economics"
"7","Scarcity and choice","7E.1.1","7E.1","1","CTB Economics"
"7","Opportunity costs and trade offs","7E.1.2","7E.1","1","CTB Economics"
"7","Production, distribution, consumption","7E.2","7E","1","CTB Economics"
"7","Consumers, producers, and distributors","7E.2.1","7E.2","1","CTB Economics"
"7","Supply and demand","7E.2.2","7E.2","1","CTB Economics"
"7","Goods and services","7E.2.3","7E.2","1","CTB Economics"
"7","Human, natural, and capital resources","7E.2.4","7E.2","1","CTB Economics"
"7","Forms of exchange","7E.3","7E","1","CTB Economics"
"7","Exchange and money","7E.3.1","7E.3","1","CTB Economics"
"7","Economic institutions","7E.4","7E","1","CTB Economics"
"7","Roles of various institutions","7E.4.1","7E.4","1","CTB Economics"
"7","Labor and business","7E.5","7E","1","CTB Economics"
"7","Specialization","7E.5.1","7E.5","1","CTB Economics"
"7","Business structure","7E.5.2","7E.5","1","CTB Economics"
"7","Skills, knowledge, and careers","7E.5.3","7E.5","1","CTB Economics"
"7","Role of government","7E.6","7E","1","CTB Economics"
"7","Public goods and services","7E.6.1","7E.6","1","CTB Economics"
"7","Taxes and other sources of revenue","7E.6.2","7E.6","1","CTB Economics"
"7","Policies and regulations","7E.6.3","7E.6","1","CTB Economics"
"7","Economic systems","7E.7","7E","1","CTB Economics"
"7","Types of systems","7E.7.1","7E.7","1","CTB Economics"
"7","Economic conditions","7E.8","7E","1","CTB Economics"
"7","Unemployment","7E.8.1","7E.8","1","CTB Economics"
"7","Economic interdependence","7E.9","7E","1","CTB Economics"
"7","Local, regional, global interdependence","7E.9.1","7E.9","1","CTB Economics"
"7","Application of economics","7E.10","7E","1","CTB Economics"
"7","Apply economics to interpret the past","7E.10.1","7E.10","1","CTB Economics"
"7","Geography","7G","7","1","CTB Geography"
"7","The world in spatial terms","7G.1","7G","1","CTB Geography"
"7","Maps, graphics, and other tools","7G.1.1","7G.1","1","CTB Geography"
"7","Mental maps","7G.1.2","7G.1","1","CTB Geography"
"7","Places and regions","7G.2","7G","1","CTB Geography"
"7","Physical characteristics of places","7G.2.1","7G.2","1","CTB Geography"
"7","Human characteristics of places","7G.2.2","7G.2","1","CTB Geography"
"7","Physical systems","7G.3","7G","1","CTB Geography"
"7","Physical processes","7G.3.1","7G.3","1","CTB Geography"
"7","Ecosystems","7G.3.2","7G.3","1","CTB Geography"
"7","Human systems","7G.4","7G","1","CTB Geography"
"7","Settlement and migration","7G.4.1","7G.4","1","CTB Geography"
"7","Cultural systems","7G.4.2","7G.4","1","CTB Geography"
"7","Economic interdependence","7G.4.3","7G.4","1","CTB Geography"
"7","Division and control of earth's surface","7G.4.4","7G.4","1","CTB Geography"
"7","Environment and society","7G.5","7G","1","CTB Geography"
"7","Human actions modify the physical environment","7G.5.1","7G.5","1","CTB Geography"
"7","Physical systems affect human systems","7G.5.2","7G.5","1","CTB Geography"
"7","Resources","7G.5.3","7G.5","1","CTB Geography"
"7","The uses of geography","7G.6","7G","1","CTB Geography"
"7","Apply geography to interpret the past","7G.6.1","7G.6","1","CTB Geography"
"7","Apply geog. to interpret present, plan for future","7G.6.2","7G.6","1","CTB Geography"
"7","History","7H","7","1","CTB History"
"7","United states history","7H.1","7H","1","CTB History"
"7","Three worlds meet, to 1620","7H.1.1","7H.1","1","CTB History"
"7","Colonization and settlement, 1500-1763","7H.1.2","7H.1","1","CTB History"
"7","American revolution and the new nation, 1754-1820s","7H.1.3","7H.1","1","CTB History"
"7","Expansion and reform, 1801-1861","7H.1.4","7H.1","1","CTB History"
"7","Civil war and reconstruction, 1850-1877","7H.1.5","7H.1","1","CTB History"
"7","Industrialization, reform, imperialism, 1865-1914","7H.1.6","7H.1","1","CTB History"
"7","Cross era themes","7H.1.7","7H.1","1","CTB History"
"7","World history","7H.2","7H","1","CTB History"
"7","Prehistoric times","7H.2.1","7H.2","1","CTB History"
"7","Early civilizations, 4000 b.c.-1000 b.c.","7H.2.2","7H.2","1","CTB History"
"7","Civilizations, empires, religions, 300-1500","7H.2.3","7H.2","1","CTB History"
"7","Cross era themes","7H.2.4","7H.2","1","CTB History"
"7","Cultures","7H.3","7H","1","CTB History"
"7","Different cultures","7H.3.1","7H.3","1","CTB History"
"7","Components of culture","7H.3.2","7H.3","1","CTB History"
"7","Connections between cultures worldwide","7H.3.3","7H.3","1","CTB History"
"7","Time cognition and chronology","7H.4","7H","1","CTB History"
"7","Time concepts and terms","7H.4.1","7H.4","1","CTB History"
"7","Historical research and analysis","7H.5","7H","1","CTB History"
"7","Obtain historical data","7H.5.1","7H.5","1","CTB History"
"7","Analyze historical data","7H.5.2","7H.5","1","CTB History"
"7","Science","7SC","7","1","CTB Science"
"7","Life science","7SC.1","7SC","1","CTB Science"
"7","Cells and energy","7SC.1.1","7SC.1","1","CTB Science"
"7","Changes over time","7SC.1.2","7SC.1","1","CTB Science"
"7","Ecology","7SC.1.3","7SC.1","1","CTB Science"
"7","Habitat and adaptation","7SC.1.4","7SC.1","1","CTB Science"
"7","Heredity","7SC.1.5","7SC.1","1","CTB Science"
"7","Life cycles","7SC.1.21","7SC.1","1","CTB Science"
"7","Organ systems","7SC.1.7","7SC.1","1","CTB Science"
"7","Taxonomy","7SC.1.8","7SC.1","1","CTB Science"
"7","Physical science","7SC.2","7SC","1","CTB Science"
